N,P,K,temperature,humidity,ph,rainfall,label
26.329,10.192,15.829,29.725,64.092,6.311,698,okra
25.877,10.715,16.631,30.234,66.291,6.296,701,okra
24.355,9.997,13.538,29.927,65.289,6.3,701,okra
26.773,9.262,13.26,30.266,65.805,6.294,700,okra
24.685,10.369,13.681,30.029,65.579,6.31,699,okra
23.4,10.01,13.311,29.525,65.162,6.304,700,okra
26.908,10.225,14.047,30.284,67.032,6.294,700,okra
24.654,10.853,14.474,29.549,64.451,6.295,699,okra
26.486,9.9,15.604,29.795,66.356,6.288,698,okra
25.001,9.493,14.339,29.74,64.117,6.302,698,okra
26.557,9.854,13.594,30.357,63.155,6.289,699,okra
23.166,10.921,16.717,30.347,64.386,6.306,700,okra
26.626,9.592,14.246,29.535,64.874,6.288,701,okra
26.614,10.816,16.147,29.896,67.032,6.289,700,okra
23.306,10.344,15.126,30.459,66.217,6.304,701,okra
26.102,10.693,14.634,29.668,64.736,6.301,699,okra
24.137,10.461,16.423,29.642,67.168,6.311,701,okra
23.713,10.371,15.958,29.971,66.063,6.307,700,okra
26.333,10.211,14.619,30.401,63.614,6.299,698,okra
24.547,9.487,13.536,29.802,65.002,6.308,699,okra
26.237,9.697,15.74,29.802,63.578,6.303,698,okra
26.06,9.987,15.838,30.351,63.194,6.311,699,okra
23.191,9.427,16.199,30.124,66.06,6.288,701,okra
26.781,10.672,14.555,30.18,62.838,6.307,701,okra
26.676,9.682,14.788,30.212,66.867,6.305,698,okra
25.733,10.798,16.133,29.913,66.548,6.307,701,okra
23.88,9.097,14.048,29.676,66.772,6.309,699,okra
26.105,9.068,16.56,30.254,65.203,6.3,700,okra
23.796,9.468,13.524,30.137,65.355,6.306,701,okra
24.673,9.191,14.415,30.253,64.165,6.301,698,okra
24.858,10.924,14.609,30.092,65.85,6.297,700,okra
23.46,9.506,16.451,30.258,62.612,6.311,698,okra
26.009,9.287,15.128,30.475,63.69,6.302,700,okra
24.966,10.782,16.114,29.589,63.326,6.292,699,okra
23.847,10.973,14.189,29.717,65.842,6.291,701,okra
25.016,10.684,14.284,29.707,67.286,6.308,698,okra
23.905,9.358,14.788,29.648,65.896,6.294,698,okra
23.949,10.416,16.239,30.351,63.944,6.308,699,okra
26.487,10.861,16.062,30.126,62.965,6.31,700,okra
25.213,10.964,15.062,30.294,66.535,6.306,698,okra
13.673,7.164,15.778,18.806,61.734,6.51,699,spinach
16.984,7.818,14.653,18.686,57.697,6.509,698,spinach
13.264,7.429,15.218,18.759,62.311,6.5,698,spinach
15.039,8.994,13.234,18.531,57.819,6.506,698,spinach
15.386,7.2,15.944,18.345,62.084,6.5,701,spinach
16.63,7.056,16.089,18.62,58.473,6.508,699,spinach
13.758,8.986,13.53,18.674,62.443,6.498,699,spinach
16.904,7.824,16.207,18.375,57.875,6.507,701,spinach
14.482,8.224,16.038,18.685,58.592,6.491,700,spinach
16.585,7.982,13.665,18.244,57.617,6.497,699,spinach
13.849,8.173,13.742,18.346,61.479,6.511,699,spinach
14.047,7.514,16.39,18.658,62.233,6.502,701,spinach
15.265,8.848,15.571,18.55,61.143,6.488,701,spinach
13.347,8.802,14.085,18.226,57.646,6.497,701,spinach
15.572,8.02,13.201,18.007,61.027,6.501,700,spinach
15.019,8.518,13.083,18.948,61.306,6.511,700,spinach
13.594,7.812,13.359,18.322,60.474,6.503,701,spinach
13.235,8.624,14.783,18.765,59.42,6.489,700,spinach
15.392,7.38,14.81,18.999,60.365,6.505,700,spinach
13.909,7.449,15.676,18.106,59.512,6.488,698,spinach
15.949,7.074,16.96,18.296,62.196,6.505,698,spinach
15.61,7.715,16.809,18.14,60.747,6.511,699,spinach
15.83,7.605,16.858,18.449,61.563,6.497,700,spinach
16.656,7.935,13.046,18.614,61.046,6.512,699,spinach
16.456,7.762,16.026,18.058,59.618,6.493,699,spinach
13.603,7.896,13.957,18.969,59.591,6.488,698,spinach
14.238,8.941,15.862,18.331,62.327,6.507,701,spinach
16.654,8.191,14.517,18.903,57.891,6.488,699,spinach
15.988,7.083,13.84,18.588,60.595,6.489,699,spinach
15.65,8.446,16.951,18.751,58.232,6.5,698,spinach
15.601,8.711,16.428,18.988,60.923,6.496,698,spinach
14.787,7.809,15.674,18.642,61.203,6.508,700,spinach
14.526,7.155,13.125,18.112,59.628,6.488,698,spinach
16.387,7.392,13.377,18.237,57.63,6.512,699,spinach
14.642,7.966,15.892,18.317,60.299,6.512,699,spinach
14.554,8.428,14.479,18.347,60.809,6.491,698,spinach
13.533,7.374,13.888,18.565,57.626,6.5,700,spinach
16.849,7.282,13.149,18.847,59.018,6.493,701,spinach
14.259,8.901,15.545,18.607,59.37,6.498,699,spinach
14.576,7.826,16.587,18.402,58.933,6.498,699,spinach
14.697,8.284,16.405,18.159,59.441,6.489,701,spinach
15.405,8.436,14.352,18.846,57.744,6.507,701,spinach
14.468,7.308,15.204,18.561,61.144,6.488,698,spinach
13.863,7.846,15.706,18.72,61.483,6.497,698,spinach
13.626,8.729,16.102,18.981,57.576,6.497,698,spinach
15.311,7.125,13.037,18.694,61.406,6.508,699,spinach
15.203,8.75,13.533,18.371,57.82,6.496,701,spinach
16.106,7.743,15.584,18.848,57.978,6.497,700,spinach
13.253,8.014,16.097,18.377,60.386,6.507,699,spinach
16.528,7.261,16.253,18.425,62.268,6.505,701,spinach
14.558,8.184,15.813,18.601,60.525,6.503,698,spinach
14.298,8.71,13.716,18.098,61.054,6.505,698,spinach
14.927,7.133,16.779,18.737,57.722,6.498,699,spinach
13.909,7.605,14.059,18.663,59.393,6.496,699,spinach
16.093,8.707,16.817,18.515,61.29,6.51,699,spinach
15.289,8.41,15.244,18.102,59.089,6.493,699,spinach
16.754,8.71,15.859,18.037,57.834,6.504,699,spinach
15.702,8.669,15.465,18.95,57.838,6.498,700,spinach
14.034,8.247,15.696,18.528,60.504,6.495,700,spinach
16.568,8.039,16.952,18.812,59.412,6.504,700,spinach
14.567,8.454,15.514,18.873,58.503,6.496,699,spinach
15.132,7.52,14.188,18.326,60.833,6.492,701,spinach
13.189,7.933,14.104,18.076,61.518,6.504,698,spinach
15.972,8.865,14.989,18.146,60.792,6.505,698,spinach
16.726,8.52,13.34,18.593,62.247,6.51,698,spinach
13.1,8.869,13.922,18.563,59.478,6.504,699,spinach
15.124,8.319,14.018,18.148,62.218,6.51,700,spinach
16.992,7.494,14.09,18.979,59.367,6.5,698,spinach
16.482,7.905,15.041,18.615,58.689,6.503,699,spinach
15.136,8.502,14.377,18.141,62.358,6.5,698,spinach
16.716,8.685,16.161,18.063,58.507,6.501,699,spinach
14.718,8.943,16.329,18.62,59.402,6.5,698,spinach
13.864,7.813,14.712,18.692,59.005,6.491,698,spinach
13.582,8.47,14.323,18.825,58.27,6.497,701,spinach
15.105,8.893,13.763,18.243,61.418,6.504,698,spinach
15.029,8.104,14.704,18.883,58.543,6.495,698,spinach
15.359,7.472,13.682,18.841,60.396,6.492,700,spinach
16.688,7.761,14.85,18.391,62.207,6.512,701,spinach
16.708,8.548,13.568,18.072,57.654,6.493,699,spinach
15.519,8.103,14.376,18.115,62.365,6.499,698,spinach
13.106,7.62,13.6,18.931,62.152,6.506,699,spinach
14.028,7.836,16.074,18.84,62.063,6.498,698,spinach
16.848,8.095,13.263,18.397,57.983,6.493,701,spinach
13.186,7.147,16.649,18.15,60.344,6.508,700,spinach
14.318,7.502,14.581,18.107,60.03,6.499,698,spinach
15.985,7.315,15.735,18.624,61.196,6.494,698,spinach
15.117,8.207,15.589,18.721,57.999,6.506,700,spinach
13.571,8.836,13.071,18.098,57.677,6.505,698,spinach
15.82,7.513,16.302,18.431,59.433,6.512,701,spinach
14.699,7.781,15.539,18.597,61.042,6.506,701,spinach
13.516,7.894,14.128,18.688,58.526,6.511,701,spinach
16.871,8.326,15.698,18.62,58.471,6.498,699,spinach
14.309,8.389,15.011,18.107,57.511,6.495,698,spinach
15.673,7.984,16.825,18.572,60.947,6.511,699,spinach
14.055,8.329,13.121,18.265,61.17,6.493,700,spinach
13.801,8.928,16.892,18.972,61.525,6.497,698,spinach
15.931,7.795,15.41,18.849,57.837,6.493,701,spinach
13.205,7.419,16.338,18.242,60.618,6.489,700,spinach
13.583,7.52,16.63,18.133,58.554,6.511,701,spinach
14.497,8.549,13.239,18.144,58.27,6.499,699,spinach
10.0,6.661,9.044,17.666,50.991,6.762,74,lettuce
9.013,5.202,10.188,17.738,48.655,6.762,74,lettuce
10.841,6.224,9.983,17.116,50.133,6.754,74,lettuce
11.409,5.754,11.352,17.258,51.088,6.741,75,lettuce
11.708,6.34,8.737,17.225,48.515,6.746,76,lettuce
10.345,6.518,10.615,17.855,51.111,6.752,73,lettuce
10.316,5.987,8.004,17.904,50.159,6.755,76,lettuce
8.026,6.062,10.633,17.573,50.531,6.762,76,lettuce
9.893,6.716,9.75,17.103,48.698,6.743,76,lettuce
11.855,6.604,9.173,17.73,51.064,6.751,76,lettuce
10.511,5.593,9.186,17.649,48.497,6.749,76,lettuce
11.236,6.11,8.312,17.559,48.759,6.751,76,lettuce
11.777,5.596,8.081,17.224,51.666,6.75,73,lettuce
9.933,6.393,11.756,17.686,52.291,6.738,74,lettuce
8.449,5.006,8.813,17.476,49.287,6.753,74,lettuce
9.634,6.708,8.751,17.348,51.076,6.746,73,lettuce
9.406,5.864,11.807,17.977,50.229,6.756,76,lettuce
8.007,5.274,9.169,17.924,49.243,6.741,73,lettuce
8.378,6.035,9.59,17.825,50.032,6.759,73,lettuce
11.834,6.643,9.974,17.102,48.946,6.745,75,lettuce
8.764,6.617,11.264,17.332,49.536,6.753,75,lettuce
11.324,6.975,10.21,17.7,47.98,6.759,76,lettuce
11.767,6.59,9.268,17.783,51.988,6.759,76,lettuce
9.135,5.372,8.16,17.738,47.843,6.759,74,lettuce
8.071,6.336,10.537,17.221,47.506,6.757,73,lettuce
8.983,6.001,8.968,17.335,51.628,6.747,75,lettuce
9.199,6.653,11.516,17.479,50.835,6.744,73,lettuce
11.834,5.052,11.649,17.28,52.285,6.745,76,lettuce
11.596,5.175,11.516,17.67,51.78,6.748,74,lettuce
8.672,5.476,10.349,17.982,47.709,6.759,76,lettuce
9.483,6.977,8.288,17.851,48.146,6.744,74,lettuce
11.713,6.512,8.332,17.798,50.68,6.743,74,lettuce
11.169,6.432,11.893,17.085,48.533,6.747,73,lettuce
11.295,5.144,8.643,17.939,50.031,6.757,74,lettuce
11.302,5.984,9.1,17.216,52.286,6.754,73,lettuce
11.516,5.428,8.033,17.923,51.009,6.744,76,lettuce
8.163,5.393,10.927,17.64,50.849,6.751,74,lettuce
10.744,6.798,11.564,17.95,50.854,6.747,75,lettuce
10.242,6.078,10.176,17.531,48.472,6.754,73,lettuce
10.873,5.543,9.682,17.411,49.687,6.739,76,lettuce
11.672,6.636,11.539,17.363,48.208,6.748,74,lettuce
10.56,5.083,9.158,17.176,47.632,6.738,76,lettuce
11.758,6.615,11.156,17.228,50.797,6.745,75,lettuce
10.102,6.009,10.74,17.671,48.975,6.754,74,lettuce
10.656,6.768,11.717,17.079,48.276,6.742,76,lettuce
10.198,5.973,8.57,17.903,50.538,6.755,73,lettuce
9.449,6.005,8.968,17.72,51.641,6.754,75,lettuce
11.29,5.466,8.777,17.945,48.984,6.752,74,lettuce
10.854,5.913,9.544,17.723,48.406,6.746,74,lettuce
10.477,6.964,9.289,17.418,51.666,6.76,73,lettuce
10.93,5.519,10.218,17.415,51.346,6.758,74,lettuce
9.622,6.599,11.904,17.789,50.02,6.743,74,lettuce
10.586,6.292,11.16,17.163,49.714,6.742,75,lettuce
10.373,6.111,8.863,17.859,52.075,6.761,74,lettuce
10.595,5.499,8.849,17.03,49.378,6.739,73,lettuce
10.162,5.86,8.233,17.023,49.629,6.756,74,lettuce
10.255,5.521,11.992,17.017,48.833,6.759,73,lettuce
11.835,5.883,11.07,17.273,50.845,6.75,74,lettuce
11.367,6.261,11.442,17.122,51.395,6.753,75,lettuce
10.589,6.725,9.457,17.615,51.444,6.755,73,lettuce
9.067,6.951,10.429,17.818,48.041,6.757,75,lettuce
8.754,6.911,11.366,17.452,51.427,6.756,75,lettuce
11.669,6.456,11.468,17.546,49.144,6.758,76,lettuce
10.398,5.883,11.239,17.807,49.584,6.749,73,lettuce
11.971,5.958,10.712,17.68,52.228,6.759,73,lettuce
10.848,5.189,10.934,17.792,48.521,6.754,73,lettuce
10.214,6.407,10.373,17.866,50.985,6.748,73,lettuce
11.95,6.567,10.778,17.589,50.429,6.762,75,lettuce
11.267,5.537,10.08,17.841,50.5,6.745,73,lettuce
11.402,6.884,9.337,17.81,51.563,6.755,75,lettuce
10.5,6.107,11.504,17.968,51.608,6.759,73,lettuce
11.259,6.772,8.158,17.418,50.838,6.744,73,lettuce
9.516,5.443,9.168,17.25,48.454,6.748,73,lettuce
9.655,5.007,8.534,17.566,49.9,6.752,73,lettuce
10.562,5.814,8.469,17.913,50.171,6.751,76,lettuce
9.014,5.931,10.51,17.753,48.029,6.751,76,lettuce
11.463,5.486,10.422,17.08,49.898,6.746,75,lettuce
9.475,5.539,10.152,17.281,49.95,6.74,76,lettuce
9.114,5.038,10.959,17.847,51.27,6.756,74,lettuce
9.763,6.154,11.267,17.478,51.811,6.746,76,lettuce
8.903,6.558,9.585,17.779,52.394,6.752,76,lettuce
11.878,5.682,10.793,17.96,52.219,6.753,73,lettuce
10.286,6.683,8.864,17.836,52.327,6.751,74,lettuce
8.437,5.961,9.255,17.762,50.87,6.755,76,lettuce
11.688,6.078,8.347,17.47,52.481,6.738,74,lettuce
9.937,6.252,11.846,17.083,48.189,6.745,76,lettuce
8.506,6.223,11.232,17.074,51.569,6.747,74,lettuce
8.735,5.564,8.781,17.424,50.996,6.758,75,lettuce
9.583,6.93,11.366,17.943,47.84,6.75,73,lettuce
10.823,5.28,11.545,17.167,49.897,6.758,76,lettuce
9.247,6.548,9.315,17.659,51.68,6.747,75,lettuce
10.907,5.049,10.558,17.259,48.338,6.751,73,lettuce
8.968,5.811,8.631,17.119,49.249,6.75,75,lettuce
8.509,5.133,10.97,17.767,51.096,6.749,76,lettuce
11.44,5.637,11.173,17.98,51.605,6.756,74,lettuce
9.971,5.408,10.588,17.103,48.839,6.756,73,lettuce
10.012,6.941,8.157,17.89,51.826,6.754,73,lettuce
11.221,5.524,8.536,17.04,51.995,6.76,73,lettuce
11.624,5.223,9.556,17.499,49.287,6.748,73,lettuce
10.845,6.971,10.843,17.003,49.03,6.746,74,lettuce
26.374,15.246,26.02,17.563,58.263,6.491,650,cabbage
26.135,15.844,25.699,17.588,61.676,6.5,651,cabbage
24.312,15.447,25.28,17.966,60.036,6.512,649,cabbage
24.345,15.006,24.025,17.067,58.586,6.502,651,cabbage
25.98,15.428,25.986,17.654,60.026,6.489,651,cabbage
26.123,15.172,25.936,17.537,58.459,6.493,651,cabbage
23.773,15.483,26.223,17.996,59.33,6.512,650,cabbage
23.35,14.228,26.831,17.376,57.71,6.493,648,cabbage
25.329,14.413,25.527,17.192,60.792,6.491,649,cabbage
25.421,14.388,26.946,17.313,61.542,6.5,649,cabbage
24.689,15.92,23.484,17.643,57.938,6.503,649,cabbage
24.55,15.757,23.958,17.88,58.008,6.497,651,cabbage
24.069,14.423,25.088,17.211,60.837,6.505,649,cabbage
24.092,14.363,24.383,17.436,61.2,6.489,648,cabbage
25.339,15.126,25.154,17.86,62.217,6.502,651,cabbage
23.157,14.892,25.776,17.99,59.116,6.499,651,cabbage
25.342,14.387,24.999,17.786,57.808,6.49,651,cabbage
23.734,15.023,26.126,17.959,58.881,6.488,649,cabbage
25.103,14.265,26.547,17.566,62.391,6.506,650,cabbage
24.605,15.433,24.513,17.031,59.006,6.492,649,cabbage
23.732,15.388,26.271,17.168,60.107,6.492,650,cabbage
23.257,14.145,26.986,17.808,60.586,6.502,648,cabbage
26.413,14.889,23.434,17.627,60.505,6.498,651,cabbage
24.116,14.381,23.538,17.057,60.152,6.496,648,cabbage
24.146,15.301,25.644,17.352,59.517,6.5,648,cabbage
26.121,15.381,26.916,17.297,59.823,6.506,649,cabbage
24.413,15.592,24.36,17.916,59.595,6.49,649,cabbage
24.348,14.18,26.954,17.522,58.696,6.512,651,cabbage
24.348,15.109,25.942,17.934,59.103,6.503,650,cabbage
24.574,14.268,25.758,17.075,62.33,6.495,651,cabbage
24.861,14.998,25.623,17.289,59.4,6.51,651,cabbage
23.538,15.247,23.172,17.636,59.508,6.507,649,cabbage
24.12,14.811,23.231,17.184,57.81,6.496,649,cabbage
23.645,15.398,23.051,17.761,59.374,6.508,649,cabbage
25.535,14.977,24.535,17.304,61.56,6.498,651,cabbage
24.661,15.949,26.418,17.231,61.359,6.506,650,cabbage
24.647,14.818,24.761,17.353,58.45,6.51,650,cabbage
26.844,14.162,25.264,17.268,61.684,6.512,648,cabbage
24.796,15.577,26.892,17.702,59.589,6.489,650,cabbage
26.495,14.033,24.353,17.738,58.198,6.496,651,cabbage
26.802,14.529,25.477,17.893,61.933,6.496,649,cabbage
25.15,15.556,23.292,17.837,57.836,6.491,648,cabbage
24.37,14.422,26.152,17.29,58.044,6.489,649,cabbage
25.05,15.375,26.972,17.752,57.945,6.493,649,cabbage
23.562,14.496,24.715,17.9,61.269,6.495,648,cabbage
25.453,15.632,26.126,17.694,58.336,6.488,650,cabbage
25.809,14.537,26.986,17.579,59.198,6.51,650,cabbage
24.923,14.124,23.799,17.2,58.016,6.509,651,cabbage
24.894,15.842,23.287,17.89,59.546,6.511,651,cabbage
26.624,14.118,24.973,17.652,60.564,6.493,651,cabbage
26.332,14.303,26.479,17.167,58.788,6.496,650,cabbage
26.488,15.879,23.094,17.809,61.133,6.512,648,cabbage
25.435,15.707,26.991,17.28,60.682,6.506,650,cabbage
26.426,14.614,26.353,17.855,60.325,6.497,650,cabbage
25.722,14.045,23.702,17.631,58.3,6.498,649,cabbage
23.081,14.548,26.91,17.389,61.885,6.507,651,cabbage
24.901,14.388,25.353,17.579,59.617,6.51,648,cabbage
25.436,14.792,24.189,17.944,57.682,6.491,648,cabbage
24.821,15.449,26.99,17.462,57.831,6.501,650,cabbage
23.344,15.621,25.096,17.906,60.017,6.512,649,cabbage
23.882,15.589,24.405,17.741,59.947,6.494,650,cabbage
24.081,15.644,23.595,17.897,59.67,6.505,650,cabbage
25.599,14.891,25.198,17.509,60.523,6.495,651,cabbage
26.907,15.749,23.543,17.818,61.963,6.488,648,cabbage
26.309,15.747,24.655,17.501,60.053,6.503,650,cabbage
26.691,14.386,25.369,17.513,58.313,6.488,648,cabbage
26.074,14.956,23.172,17.143,61.148,6.498,650,cabbage
23.616,14.732,26.366,17.871,60.573,6.49,651,cabbage
26.635,15.16,25.933,17.442,59.995,6.503,651,cabbage
23.985,14.738,26.784,17.796,57.947,6.505,650,cabbage
25.54,15.072,24.413,17.624,59.233,6.497,649,cabbage
23.069,15.176,25.757,17.353,58.364,6.508,650,cabbage
23.317,15.492,24.15,17.732,61.882,6.498,648,cabbage
25.968,15.799,26.461,17.657,59.925,6.507,649,cabbage
26.645,14.654,24.933,17.507,60.932,6.496,651,cabbage
24.641,14.804,24.536,17.339,59.328,6.507,649,cabbage
26.429,14.695,24.482,17.94,61.481,6.504,649,cabbage
23.835,15.764,26.433,17.523,62.02,6.504,649,cabbage
25.018,15.937,24.253,17.774,60.709,6.502,650,cabbage
26.674,14.438,25.322,17.669,61.001,6.496,650,cabbage
24.575,14.958,24.867,17.968,61.183,6.505,650,cabbage
25.02,15.742,24.371,17.165,59.36,6.5,648,cabbage
26.054,14.111,26.991,17.863,60.313,6.495,650,cabbage
26.614,15.111,26.647,17.487,58.406,6.493,648,cabbage
24.835,15.466,23.438,17.129,62.246,6.51,650,cabbage
24.729,15.123,26.817,17.186,61.742,6.492,650,cabbage
24.449,14.381,23.109,17.714,61.823,6.511,648,cabbage
24.04,14.198,26.068,17.314,57.595,6.503,649,cabbage
25.897,15.981,25.769,17.843,59.107,6.497,649,cabbage
26.774,14.808,23.116,17.747,60.953,6.496,648,cabbage
24.636,14.026,26.412,17.572,61.22,6.5,648,cabbage
26.779,15.269,25.555,17.819,60.951,6.509,650,cabbage
23.171,14.952,26.158,17.546,62.134,6.507,649,cabbage
23.091,14.026,26.482,17.338,62.201,6.491,648,cabbage
26.307,14.823,23.091,17.821,57.82,6.501,649,cabbage
23.761,15.548,23.891,17.04,60.287,6.5,649,cabbage
26.797,15.687,26.05,17.42,60.571,6.488,648,cabbage
24.084,14.693,26.783,17.406,58.564,6.501,650,cabbage
23.351,14.074,23.595,17.098,58.262,6.512,650,cabbage
26.894,15.607,23.438,17.493,59.807,6.509,651,cabbage
25.223,15.828,24.328,21.609,57.581,6.492,649,pumpkin
24.503,15.069,24.292,21.769,59.751,6.493,651,pumpkin
26.152,14.98,23.65,21.159,59.121,6.491,650,pumpkin
25.51,15.74,24.651,21.023,60.065,6.502,648,pumpkin
23.468,14.643,23.928,21.199,61.938,6.509,651,pumpkin
23.279,14.848,23.047,21.021,58.966,6.504,651,pumpkin
24.497,15.999,26.361,21.245,58.329,6.492,649,pumpkin
24.53,15.254,23.714,21.471,60.391,6.502,648,pumpkin
23.257,15.176,26.19,21.756,57.626,6.508,649,pumpkin
23.249,14.019,25.905,21.668,58.098,6.505,648,pumpkin
25.376,15.395,23.63,21.006,61.076,6.492,651,pumpkin
23.92,15.229,25.309,21.377,58.376,6.494,650,pumpkin
24.734,15.039,25.797,21.193,61.583,6.509,650,pumpkin
24.959,15.403,23.71,21.811,60.634,6.509,648,pumpkin
23.502,15.059,24.902,21.968,58.417,6.512,648,pumpkin
23.022,15.252,26.152,21.144,58.199,6.505,649,pumpkin
24.072,15.715,23.906,21.197,58.139,6.502,649,pumpkin
23.393,15.921,26.956,21.359,58.481,6.497,651,pumpkin
25.832,14.858,23.425,21.991,62.325,6.51,649,pumpkin
23.781,14.017,25.568,21.157,58.56,6.5,649,pumpkin
26.612,15.554,26.834,21.306,59.927,6.511,650,pumpkin
26.379,14.989,26.698,21.286,60.453,6.512,651,pumpkin
26.606,14.058,24.771,21.621,60.958,6.507,649,pumpkin
24.519,14.615,24.691,21.635,61.617,6.488,650,pumpkin
23.883,14.919,25.236,21.511,61.09,6.492,648,pumpkin
25.807,15.159,24.404,21.636,57.976,6.507,650,pumpkin
26.298,14.911,23.601,21.046,60.787,6.488,650,pumpkin
24.216,15.797,23.504,21.812,60.819,6.499,650,pumpkin
25.108,14.914,25.565,21.193,58.035,6.506,648,pumpkin
23.777,15.319,24.212,21.952,61.688,6.498,651,pumpkin
23.383,15.562,26.83,21.608,57.524,6.495,651,pumpkin
26.708,15.113,25.112,21.958,59.658,6.498,649,pumpkin
25.466,14.152,26.426,21.586,60.619,6.492,649,pumpkin
23.586,14.469,24.956,21.771,58.644,6.494,651,pumpkin
26.174,14.959,26.112,21.38,60.888,6.507,650,pumpkin
23.159,15.247,26.046,21.186,60.418,6.511,649,pumpkin
25.984,15.754,24.637,21.58,58.608,6.5,649,pumpkin
24.298,14.32,23.753,21.58,59.594,6.491,651,pumpkin
25.704,14.154,25.371,21.71,62.072,6.502,650,pumpkin
26.652,15.709,26.204,21.245,58.77,6.505,651,pumpkin
25.297,14.561,25.399,21.749,59.799,6.495,651,pumpkin
24.895,14.275,25.423,21.743,60.172,6.491,650,pumpkin
25.35,15.554,25.293,21.024,58.341,6.501,648,pumpkin
26.786,15.211,26.423,21.551,61.864,6.493,648,pumpkin
25.256,15.633,23.012,21.71,58.515,6.507,650,pumpkin
23.03,15.136,26.811,21.953,62.316,6.511,650,pumpkin
23.407,14.351,26.035,21.55,60.973,6.506,648,pumpkin
24.81,14.307,24.194,21.867,61.117,6.5,648,pumpkin
26.037,14.964,26.332,21.26,60.05,6.506,649,pumpkin
23.709,15.59,23.955,21.25,61.071,6.501,648,pumpkin
25.283,14.282,23.134,21.035,60.045,6.507,649,pumpkin
25.839,14.092,25.878,21.161,61.365,6.503,651,pumpkin
26.12,15.017,26.087,21.212,58.117,6.511,649,pumpkin
26.31,14.606,25.456,21.749,58.462,6.51,650,pumpkin
23.108,14.824,24.351,21.107,60.904,6.5,649,pumpkin
23.86,14.632,25.416,21.496,60.325,6.49,650,pumpkin
25.748,14.938,23.742,21.913,61.563,6.508,651,pumpkin
24.655,14.626,26.926,21.222,61.956,6.511,651,pumpkin
25.716,14.469,24.843,21.284,59.199,6.512,651,pumpkin
24.302,14.581,25.18,21.915,59.347,6.502,650,pumpkin
24.02,14.557,25.57,21.681,59.263,6.495,651,pumpkin
24.953,15.06,26.964,21.252,58.535,6.496,649,pumpkin
24.146,14.82,26.561,21.337,57.755,6.512,651,pumpkin
25.74,15.41,26.818,21.97,59.437,6.493,649,pumpkin
23.979,15.5,24.904,21.07,58.397,6.49,648,pumpkin
23.615,15.725,26.37,21.739,58.965,6.488,651,pumpkin
25.843,14.809,26.53,21.146,61.443,6.492,649,pumpkin
23.293,15.91,26.954,21.166,61.893,6.507,650,pumpkin
24.486,15.518,26.496,21.249,62.005,6.488,648,pumpkin
24.127,14.13,24.938,21.756,58.295,6.507,650,pumpkin
26.071,14.579,25.522,21.899,57.823,6.493,649,pumpkin
26.354,15.644,26.129,21.166,58.002,6.494,651,pumpkin
25.015,14.584,23.68,21.426,60.814,6.507,651,pumpkin
